label,cluster_no
coffee,0
coffee,0
coffee,0
coffee,0
coffee,1
coffee,0
coffee,0
coffee,1
coffee,1
coffee,0
coffee,1
coffee,0
coffee,1
coffee,1
coffee,0
coffee,0
coffee,1
coffee,0
coffee,1
coffee,1
coffee,1
coffee,1
coffee,1
coffee,1
coffee,1
coffee,0
coffee,1
coffee,0
coffee,0
coffee,0
coffee,0
coffee,0
coffee,1
coffee,0
coffee,1
coffee,1
